tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_description	specimen_direction_type	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	McMurdo	mc215a	mc215	mc215a1	mc215a1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	1.4	334.2		l	-69.6	2.1	11	-1
	This study	McMurdo	mc215a	mc215	mc215a2	mc215a2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.500e-01	5.000e-03	T		A	u	0.6	339.1		l	-71.0	0.6	12	-1
	This study	McMurdo	mc215b	mc215	mc215b1	mc215b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	5.730e+02	K		A	u	1.1	354.6		l	-65.9	3.7	9	-1
	This study	McMurdo	mc215c	mc215	mc215c1	mc215c1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	1.8	337.8		l	-68.1	4.0	11	-1
	This study	McMurdo	mc215c	mc215	mc215c2	mc215c2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.500e-01	5.000e-03	T		A	u	0.1	341.8		l	-71.9	0.6	12	-1
	This study	McMurdo	mc215d	mc215	mc215d1	mc215d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.230e+02	2.730e+02	K		A	u	90.0	95.9		p	0.4	3.0	10	-1
	This study	McMurdo	mc215d	mc215	mc215d2	mc215d2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	1.000e-02	T		A	u	0.5	9.5		l	-32.8	1.1	12	-1
	This study	McMurdo	mc215h	mc215	mc215h1	mc215h1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.480e+02	2.730e+02	K		A	u	90.0	112.5		p	-1.1	5.3	11	-1
	This study	McMurdo	mc215h	mc215	mc215h2	mc215h2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	1.8	17.7		l	-54.0	2.0	13	-1
	This study	McMurdo	mc215i	mc215	mc215i1	mc215i1:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	1.500e-02	T		A	u	0.5	22.7		l	-69.2	0.9	11	-1
	This study	McMurdo	mc216a	mc216	mc216a1	mc216a1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	6.230e+02	K		A	u	3.1	43.4		l	-78.1	7.0	8	-1
	This study	McMurdo	mc216a	mc216	mc216a2	mc216a2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.000e-01	1.500e-02	T		A	u	3.3	48.4		l	-67.6	2.9	8	-1
	This study	McMurdo	mc216b	mc216	mc216b1	mc216b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	7.230e+02	K		A	u	0.1	115.2		l	-87.3	2.6	6	-1
	This study	McMurdo	mc216c	mc216	mc216c1	mc216c1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.230e+02	2.730e+02	K		A	u	89.9	98.5		p	-2.5	6.9	10	-1
	This study	McMurdo	mc216c	mc216	mc216c2	mc216c2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.000e-01	1.500e-02	T		A	u	4.3	24.6		l	-66.1	5.6	8	-1
	This study	McMurdo	mc216f	mc216	mc216f1	mc216f1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	7.230e+02	K		A	u	3.6	128.6		l	-82.2	5.4	6	-1
	This study	McMurdo	mc216f	mc216	mc216f2	mc216f2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	1.000e-02	T		A	u	0.7	114.4		l	-76.1	2.3	12	-1
	This study	McMurdo	mc216g	mc216	mc216g1	mc216g1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	6.230e+02	K		A	u	2.4	179.5		l	-87.6	3.1	8	-1
	This study	McMurdo	mc216g	mc216	mc216g2	mc216g2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	1.500e-02	T		A	u	0.4	8.7		l	-85.6	2.4	11	-1
	This study	McMurdo	mc216h	mc216	mc216h2	mc216h2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	1.500e-02	T		A	u	0.5	118.8		l	-89.2	2.6	11	-1
	This study	McMurdo	mc217a	mc217	mc217a2	mc217a2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.7	16.4		l	-8.1	0.9	13	-1
	This study	McMurdo	mc217b	mc217	mc217b1	mc217b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	6.730e+02	K		A	u	0.6	8.7		l	1.6	1.8	7	-1
	This study	McMurdo	mc217b	mc217	mc217b2	mc217b2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.9	11.3		l	1.7	0.9	13	-1
	This study	McMurdo	mc217c	mc217	mc217c1	mc217c1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	0.6	9.6		l	-6.3	1.2	10	-1
	This study	McMurdo	mc217c	mc217	mc217c2	mc217c2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.6	11.2		l	-3.6	1.1	13	-1
	This study	McMurdo	mc217d	mc217	mc217d1	mc217d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	1.0	352.7		l	-1.2	2.2	10	-1
	This study	McMurdo	mc217d	mc217	mc217d2	mc217d2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.3	0.9		l	1.7	0.8	13	-1
	This study	McMurdo	mc217e	mc217	mc217e1	mc217e1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	0.6	2.7		l	-5.8	1.8	10	-1
	This study	McMurdo	mc217e	mc217	mc217e2	mc217e2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.8	5.5		l	-9.7	0.9	13	-1
	This study	McMurdo	mc218b	mc218	mc218b1	mc218b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	89.7	256.7		p	13.6	19.3	11	-1
	This study	McMurdo	mc218b	mc218	mc218b2	mc218b2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	3.000e-02	T		A	u	0.8	349.1		l	2.6	1.3	9	-1
	This study	McMurdo	mc218d	mc218	mc218d1	mc218d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	7.730e+02	2.730e+02	K		A	u	5.0	346.4		l	3.8	2.4	8	-1
	This study	McMurdo	mc218d	mc218	mc218d2	mc218d2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	2.000e-02	T		A	u	0.4	345.4		l	5.6	1.3	10	-1
	This study	McMurdo	mc218i	mc218	mc218i1	mc218i1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.230e+02	2.730e+02	K		A	u	4.2	1.1		l	-46.6	2.4	10	-1
	This study	McMurdo	mc218i	mc218	mc218i2	mc218i2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.3	359.9		l	-45.4	1.1	13	-1
	This study	McMurdo	mc218j	mc218	mc218j1	mc218j1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.230e+02	2.730e+02	K		A	u	3.0	4.2		l	-38.5	2.2	10	-1
	This study	McMurdo	mc218j	mc218	mc218j2	mc218j2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.2	3.8		l	-40.1	0.7	13	-1
	This study	McMurdo	mc219a	mc219	mc219a1	mc219a1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	2.6	192.6		l	19.6	3.3	11	-1
	This study	McMurdo	mc219a	mc219	mc219a2	mc219a2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.3	192.1		l	18.4	0.6	13	-1
	This study	McMurdo	mc219b	mc219	mc219b1	mc219b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	90.0	283.4		p	-0.8	6.2	11	-1
	This study	McMurdo	mc219b	mc219	mc219b2	mc219b2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.6	191.5		l	19.1	0.8	13	-1
	This study	McMurdo	mc219c	mc219	mc219c1	mc219c1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.230e+02	3.730e+02	K		A	u	0.8	209.6		l	69.9	2.2	9	-1
	This study	McMurdo	mc219c	mc219	mc219c2	mc219c2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.500e-01	5.000e-03	T		A	u	0.3	212.8		l	71.9	0.6	12	-1
	This study	McMurdo	mc219d	mc219	mc219d1	mc219d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.230e+02	3.730e+02	K		A	u	0.8	218.4		l	73.2	1.9	9	-1
	This study	McMurdo	mc219d	mc219	mc219d2	mc219d2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.500e-01	5.000e-03	T		A	u	0.2	222.1		l	74.7	0.4	12	-1
	This study	McMurdo	mc219e	mc219	mc219e1	mc219e1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	0.2	222.9		l	69.5	1.7	11	-1
	This study	McMurdo	mc219e	mc219	mc219e2	mc219e2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.1	226.9		l	67.8	0.6	13	-1
	This study	McMurdo	mc220a	mc220	mc220a1	mc220a1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	1.4	6.4		l	-7.9	2.7	11	-1
	This study	McMurdo	mc220a	mc220	mc220a2	mc220a2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.4	7.7		l	-10.1	0.7	13	-1
	This study	McMurdo	mc220b	mc220	mc220b1	mc220b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	0.9	7.1		l	-8.0	1.9	10	-1
	This study	McMurdo	mc220b	mc220	mc220b2	mc220b2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.3	5.4		l	-8.3	0.7	13	-1
	This study	McMurdo	mc220c	mc220	mc220c1	mc220c1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	1.2	11.1		l	-0.5	2.2	10	-1
	This study	McMurdo	mc220c	mc220	mc220c2	mc220c2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.3	9.2		l	-1.2	1.3	13	-1
	This study	McMurdo	mc220d	mc220	mc220d1	mc220d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	1.5	1.7		l	-6.0	2.4	10	-1
	This study	McMurdo	mc220d	mc220	mc220d2	mc220d2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	1.000e-02	T		A	u	0.4	2.9		l	-7.8	1.4	12	-1
	This study	McMurdo	mc220e	mc220	mc220e1	mc220e1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	2.8	8.6		l	4.0	3.1	10	-1
	This study	McMurdo	mc220f	mc220	mc220f2	mc220f2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.2	6.9		l	-22.3	0.8	13	-1
	This study	McMurdo	mc221b	mc221	mc221b1	mc221b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.480e+02	2.730e+02	K		A	u	90.0	95.8		p	3.2	1.6	11	-1
	This study	McMurdo	mc221c	mc221	mc221c1	mc221c1:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.6	1.4		l	0.2	1.1	13	-1
	This study	McMurdo	mc221d	mc221	mc221d2	mc221d2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.7	3.9		l	2.5	0.8	13	-1
	This study	McMurdo	mc221h	mc221	mc221h2	mc221h2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.2	356.9		l	-29.6	1.1	13	-1
	This study	McMurdo	mc221i	mc221	mc221i2	mc221i2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.2	0.5		l	-33.1	0.8	13	-1
	This study	McMurdo	mc221j	mc221	mc221j2	mc221j2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	5.000e-03	T		A	u	0.4	0.5		l	-35.2	1.1	13	-1
	This study	McMurdo	mc222a	mc222	mc222a1	mc222a1:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	1.000e-02	T		A	u	0.6	12.5		l	4.0	0.6	12	-1
	This study	McMurdo	mc222b	mc222	mc222b1	mc222b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.730e+02	2.730e+02	K		A	u	90.0	103.1		p	3.3	3.6	12	-1
	This study	McMurdo	mc222c	mc222	mc222c1	mc222c1:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	1.000e-02	T		A	u	0.8	22.8		l	-28.8	1.0	12	-1
	This study	McMurdo	mc222e	mc222	mc222e1	mc222e1:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	1.000e-02	T		A	u	0.5	18.6		l	-32.5	1.1	12	-1
	This study	McMurdo	mc222h	mc222	mc222h2	mc222h2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	1.000e-02	T		A	u	0.6	18.3		l	-1.9	1.1	12	-1
	This study	McMurdo	mc223a	mc223	mc223a1	mc223a1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	2.4	356.0		l	-15.8	3.8	11	-1
	This study	McMurdo	mc223b	mc223	mc223b1	mc223b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	2.7	358.8		l	-18.8	4.3	11	-1
	This study	McMurdo	mc223c	mc223	mc223c2	mc223c2:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	3.4	358.5		l	-15.4	4.7	11	-1
	This study	McMurdo	mc223g	mc223	mc223g1	mc223g1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	7.980e+02	2.730e+02	K		A	u	6.3	356.7		l	-31.5	4.2	9	-1
	This study	McMurdo	mc223l	mc223	mc223l1	mc223l1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	6.730e+02	K		A	u	1.3	347.3		l	-33.5	2.4	7	-1
	This study	McMurdo	mc224b	mc224	mc224b1	mc224b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	6.230e+02	2.730e+02	K		A	u	8.6	328.0		l	-55.3	20.4	5	-1
	This study	McMurdo	mc225a	mc225	mc225a1	mc225a1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.730e+02	2.730e+02	K		A	u	90.1	256.2		p	0.6	4.8	12	-1
	This study	McMurdo	mc225b	mc225	mc225b1	mc225b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.730e+02	2.730e+02	K		A	u	90.0	253.2		p	-2.6	5.1	12	-1
	This study	McMurdo	mc225c	mc225	mc225c1	mc225c1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.730e+02	2.730e+02	K		A	u	90.0	74.9		p	-3.2	6.5	12	-1
	This study	McMurdo	mc225d	mc225	mc225d1	mc225d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.480e+02	2.730e+02	K		A	u	90.1	259.5		p	1.3	2.0	11	-1
	This study	McMurdo	mc225i	mc225	mc225i1	mc225i1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.480e+02	2.730e+02	K		A	u	90.0	253.2		p	2.0	2.5	11	-1
	This study	McMurdo	mc226b	mc226	mc226b1	mc226b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFP	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	90.0	47.2		p	3.7	7.5	11	-1
	This study	McMurdo	mc228a	mc228	mc228a1	mc228a1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.480e+02	3.730e+02	K		A	u	3.3	104.2		l	56.4	3.0	10	-1
	This study	McMurdo	mc228b	mc228	mc228b1	mc228b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	1.1	148.2		l	51.0	2.6	11	-1
	This study	McMurdo	mc228d	mc228	mc228d1	mc228d1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	2.1	350.3		l	73.5	1.6	11	-1
	This study	McMurdo	mc228e	mc228	mc228e1	mc228e1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	2.1	112.3		l	72.7	2.3	11	-1
	This study	McMurdo	mc228g	mc228	mc228g1	mc228g1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	1.8	238.3		l	64.4	2.2	10	-1
	This study	McMurdo	mc229b	mc229	mc229b1	mc229b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	6.230e+02	3.730e+02	K		A	u	2.3	164.5		l	15.4	2.1	4	-1
	This study	McMurdo	mc229g	mc229	mc229g1	mc229g1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	3.730e+02	K		A	u	3.7	166.3		l	4.7	3.1	11	-1
	This study	McMurdo	mc229i	mc229	mc229i1	mc229i1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	4.5	161.4		l	33.5	4.7	10	-1
	This study	McMurdo	mc229k	mc229	mc229k1	mc229k1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	3.1	165.0		l	14.5	3.7	10	-1
	This study	McMurdo	mc217a	mc217	mc217a1	mc217a1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.730e+02	4.730e+02	K		A	u	1.0	16.2		l	-7.9	1.6	10	-1
	This study	McMurdo	mc200a	mc200	mc200a1	mc200a1:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	8.000e-02	2.000e-02	T		A	u	1.2	340.7		l	-51.8	1.4	6	-1
	This study	McMurdo	mc211b	mc211	mc211b1	mc211b1:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	SIO-flo	LP-DIR-T:DE-BFL	pmagpy-2.154	8.480e+02	3.730e+02	K		A	u	2.5	29.6		l	-6.9	3.1	10	-1
	This study	McMurdo	mc211b	mc211	mc211b2	mc211b2:LP-DIR-AF	SIO-flo	LP-DIR-AF:DE-BFL	pmagpy-2.154	1.800e-01	0.000e+00	T		A	u	0.2	328.3		l	11.4	1.2	14	-1
