tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_expedition_name	er_formation_name	er_fossil_name	er_location_name	er_member_name	er_mineral_name	er_sample_name	er_site_name	er_specimen_name	er_synthetic_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_charging_mode	measurement_chi_mass	measurement_chi_qdr_mass	measurement_chi_qdr_volume	measurement_chi_volume	measurement_composite_depth	measurement_core_depth	measurement_csd	measurement_date	measurement_dec	measurement_demagn_code	measurement_description	measurement_elevation	measurement_flag	measurement_freq	measurement_height	measurement_inc	measurement_lab_field_ac	measurement_lab_field_dc	measurement_loop_n	measurement_loop_x	measurement_magn_mass	measurement_magn_moment	measurement_magn_volume	measurement_magnitude	measurement_number	measurement_orient_phi	measurement_orient_theta	measurement_pos_x	measurement_pos_y	measurement_pos_z	measurement_positions	measurement_r2	measurement_sd	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_sweep_rate	measurement_temp	measurement_temp_change	measurement_time_zone	treatment_ac_field	treatment_ac_field_dc_off	treatment_ac_field_dc_on	treatment_ac_field_decay_rate	treatment_dc_field	treatment_dc_field_ac_off	treatment_dc_field_ac_on	treatment_dc_field_decay_rate	treatment_dc_field_phi	treatment_dc_field_theta	treatment_mw_energy	treatment_mw_integral	treatment_mw_power	treatment_mw_time	treatment_temp	treatment_temp_dc_off	treatment_temp_dc_on	treatment_temp_decay_rate
	This study				DSDP Site 522			16-2-132	16-2-132	16-2-132		16-2-132-LP-AF-DIR		LT-AF-Z											170.3				g			48.1					0.00000625				761												u		300			0.015				0										300			
	This study				DSDP Site 522			16-2-132	16-2-132	16-2-132		16-2-132-LP-ARM		LT-AF-I															g								0.000119				762												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-2-132	16-2-132	16-2-132		16-2-132-LP-IRM		LT-IRM															g								0.00233				763												u		300			0				1										300			
	This study				DSDP Site 522			16-2-132	16-2-132	16-2-132		16-2-132-LP-X		LP-X			0.000000161												g												764												u		300			0.01				0										300			
	This study				DSDP Site 522			16-2-135	16-2-135	16-2-135		16-2-135-LP-AF-DIR		LT-AF-Z											178				g			49.6					0.00000872				765												u		300			0.015				0										300			
	This study				DSDP Site 522			16-2-135	16-2-135	16-2-135		16-2-135-LP-ARM		LT-AF-I															g								0.000114				766												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-2-135	16-2-135	16-2-135		16-2-135-LP-IRM		LT-IRM															g								0.00239				767												u		300			0				1										300			
	This study				DSDP Site 522			16-2-135	16-2-135	16-2-135		16-2-135-LP-X		LP-X			0.00000016												g												768												u		300			0.01				0										300			
	This study				DSDP Site 522			16-2-138	16-2-138	16-2-138		16-2-138-LP-AF-DIR		LT-AF-Z											168.6				g			50.5					0.000012				769												u		300			0.015				0										300			
	This study				DSDP Site 522			16-2-138	16-2-138	16-2-138		16-2-138-LP-ARM		LT-AF-I															g								0.000121				770												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-2-138	16-2-138	16-2-138		16-2-138-LP-IRM		LT-IRM															g								0.00254				771												u		300			0				1										300			
	This study				DSDP Site 522			16-2-138	16-2-138	16-2-138		16-2-138-LP-X		LP-X			0.000000169												g												772												u		300			0.01				0										300			
	This study				DSDP Site 522			16-2-141	16-2-141	16-2-141		16-2-141-LP-AF-DIR		LT-AF-Z											174.2				g			47.5					0.0000105				773												u		300			0.015				0										300			
	This study				DSDP Site 522			16-2-141	16-2-141	16-2-141		16-2-141-LP-ARM		LT-AF-I															g								0.000136				774												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-2-141	16-2-141	16-2-141		16-2-141-LP-IRM		LT-IRM															g								0.00265				775												u		300			0				1										300			
	This study				DSDP Site 522			16-2-141	16-2-141	16-2-141		16-2-141-LP-X		LP-X			0.000000179												g												776												u		300			0.01				0										300			
	This study				DSDP Site 522			16-2-144	16-2-144	16-2-144		16-2-144-LP-AF-DIR		LT-AF-Z											179.5				g			37.4					0.00000842				777												u		300			0.015				0										300			
	This study				DSDP Site 522			16-2-144	16-2-144	16-2-144		16-2-144-LP-ARM		LT-AF-I															g								0.000129				778												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-2-144	16-2-144	16-2-144		16-2-144-LP-IRM		LT-IRM															g								0.00244				779												u		300			0				1										300			
	This study				DSDP Site 522			16-2-144	16-2-144	16-2-144		16-2-144-LP-X		LP-X			0.000000162												g												780												u		300			0.01				0										300			
	This study				DSDP Site 522			16-2-147	16-2-147	16-2-147		16-2-147-LP-AF-DIR		LT-AF-Z											175				g			40.9					0.00000608				781												u		300			0.015				0										300			
	This study				DSDP Site 522			16-2-147	16-2-147	16-2-147		16-2-147-LP-ARM		LT-AF-I															g								0.00012				782												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-2-147	16-2-147	16-2-147		16-2-147-LP-IRM		LT-IRM															g								0.00242				783												u		300			0				1										300			
	This study				DSDP Site 522			16-2-147	16-2-147	16-2-147		16-2-147-LP-X		LP-X			0.000000162												g												784												u		300			0.01				0										300			
	This study				DSDP Site 522			16-2-150	16-2-150	16-2-150		16-2-150-LP-AF-DIR		LT-AF-Z											188.2				g			39.2					0.00000657				785												u		300			0.015				0										300			
	This study				DSDP Site 522			16-2-150	16-2-150	16-2-150		16-2-150-LP-ARM		LT-AF-I															g								0.000128				786												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-2-150	16-2-150	16-2-150		16-2-150-LP-IRM		LT-IRM															g								0.00243				787												u		300			0				1										300			
	This study				DSDP Site 522			16-2-150	16-2-150	16-2-150		16-2-150-LP-X		LP-X			0.000000159												g												788												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-002	16-3-002	16-3-002		16-3-002-LP-AF-DIR		LT-AF-Z											184				g			40.2					0.00000637				789												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-002	16-3-002	16-3-002		16-3-002-LP-ARM		LT-AF-I															g								0.000125				790												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-002	16-3-002	16-3-002		16-3-002-LP-IRM		LT-IRM															g								0.00217				791												u		300			0				1										300			
	This study				DSDP Site 522			16-3-002	16-3-002	16-3-002		16-3-002-LP-X		LP-X			0.00000014												g												792												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-004	16-3-004	16-3-004		16-3-004-LP-AF-DIR		LT-AF-Z											179.1				g			50					0.00000493				793												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-004	16-3-004	16-3-004		16-3-004-LP-ARM		LT-AF-I															g								0.000109				794												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-004	16-3-004	16-3-004		16-3-004-LP-IRM		LT-IRM															g								0.00197				795												u		300			0				1										300			
	This study				DSDP Site 522			16-3-004	16-3-004	16-3-004		16-3-004-LP-X		LP-X			0.000000126												g												796												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-008	16-3-008	16-3-008		16-3-008-LP-AF-DIR		LT-AF-Z											204.3				g			49.7					0.00000701				797												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-008	16-3-008	16-3-008		16-3-008-LP-ARM		LT-AF-I															g								0.000107				798												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-008	16-3-008	16-3-008		16-3-008-LP-IRM		LT-IRM															g								0.00213				799												u		300			0				1										300			
	This study				DSDP Site 522			16-3-008	16-3-008	16-3-008		16-3-008-LP-X		LP-X			0.000000138												g												800												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-011	16-3-011	16-3-011		16-3-011-LP-AF-DIR		LT-AF-Z											179.5				g			45.7					0.00000948				801												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-011	16-3-011	16-3-011		16-3-011-LP-ARM		LT-AF-I															g								0.000124				802												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-011	16-3-011	16-3-011		16-3-011-LP-IRM		LT-IRM															g								0.00246				803												u		300			0				1										300			
	This study				DSDP Site 522			16-3-011	16-3-011	16-3-011		16-3-011-LP-X		LP-X			0.000000159												g												804												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-014	16-3-014	16-3-014		16-3-014-LP-AF-DIR		LT-AF-Z											199.1				g			44					0.0000114				805												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-014	16-3-014	16-3-014		16-3-014-LP-ARM		LT-AF-I															g								0.000143				806												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-014	16-3-014	16-3-014		16-3-014-LP-IRM		LT-IRM															g								0.00282				807												u		300			0				1										300			
	This study				DSDP Site 522			16-3-014	16-3-014	16-3-014		16-3-014-LP-X		LP-X			0.000000189												g												808												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-017	16-3-017	16-3-017		16-3-017-LP-AF-DIR		LT-AF-Z											190.4				g			43.8					0.0000115				809												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-017	16-3-017	16-3-017		16-3-017-LP-ARM		LT-AF-I															g								0.000151				810												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-017	16-3-017	16-3-017		16-3-017-LP-IRM		LT-IRM															g								0.0029				811												u		300			0				1										300			
	This study				DSDP Site 522			16-3-017	16-3-017	16-3-017		16-3-017-LP-X		LP-X			0.000000192												g												812												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-020	16-3-020	16-3-020		16-3-020-LP-AF-DIR		LT-AF-Z											181.1				g			49.7					0.0000104				813												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-020	16-3-020	16-3-020		16-3-020-LP-ARM		LT-AF-I															g								0.00015				814												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-020	16-3-020	16-3-020		16-3-020-LP-IRM		LT-IRM															g								0.00284				815												u		300			0				1										300			
	This study				DSDP Site 522			16-3-020	16-3-020	16-3-020		16-3-020-LP-X		LP-X			0.000000189												g												816												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-023	16-3-023	16-3-023		16-3-023-LP-AF-DIR		LT-AF-Z											171.2				g			55.3					0.00000774				817												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-023	16-3-023	16-3-023		16-3-023-LP-ARM		LT-AF-I															g								0.000147				818												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-023	16-3-023	16-3-023		16-3-023-LP-IRM		LT-IRM															g								0.00278				819												u		300			0				1										300			
	This study				DSDP Site 522			16-3-023	16-3-023	16-3-023		16-3-023-LP-X		LP-X			0.000000184												g												820												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-026	16-3-026	16-3-026		16-3-026-LP-AF-DIR		LT-AF-Z											193				g			53.9					0.00000912				821												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-026	16-3-026	16-3-026		16-3-026-LP-ARM		LT-AF-I															g								0.000152				822												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-026	16-3-026	16-3-026		16-3-026-LP-IRM		LT-IRM															g								0.00295				823												u		300			0				1										300			
	This study				DSDP Site 522			16-3-026	16-3-026	16-3-026		16-3-026-LP-X		LP-X			0.000000194												g												824												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-028	16-3-028	16-3-028		16-3-028-LP-AF-DIR		LT-AF-Z											182.5				g			58.6					0.00000668				825												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-028	16-3-028	16-3-028		16-3-028-LP-ARM		LT-AF-I															g								0.000166				826												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-028	16-3-028	16-3-028		16-3-028-LP-IRM		LT-IRM															g								0.00321				827												u		300			0				1										300			
	This study				DSDP Site 522			16-3-028	16-3-028	16-3-028		16-3-028-LP-X		LP-X			0.000000215												g												828												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-031	16-3-031	16-3-031		16-3-031-LP-AF-DIR		LT-AF-Z											182.4				g			56.2					0.00000811				829												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-031	16-3-031	16-3-031		16-3-031-LP-ARM		LT-AF-I															g								0.000179				830												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-031	16-3-031	16-3-031		16-3-031-LP-IRM		LT-IRM															g								0.00352				831												u		300			0				1										300			
	This study				DSDP Site 522			16-3-031	16-3-031	16-3-031		16-3-031-LP-X		LP-X			0.000000239												g												832												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-034	16-3-034	16-3-034		16-3-034-LP-AF-DIR		LT-AF-Z											186				g			51.8					0.00000418				833												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-034	16-3-034	16-3-034		16-3-034-LP-ARM		LT-AF-I															g								0.000128				834												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-034	16-3-034	16-3-034		16-3-034-LP-IRM		LT-IRM															g								0.00254				835												u		300			0				1										300			
	This study				DSDP Site 522			16-3-034	16-3-034	16-3-034		16-3-034-LP-X		LP-X			0.000000174												g												836												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-037	16-3-037	16-3-037		16-3-037-LP-AF-DIR		LT-AF-Z											191				g			49.3					0.0000061				837												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-037	16-3-037	16-3-037		16-3-037-LP-ARM		LT-AF-I															g								0.00013				838												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-037	16-3-037	16-3-037		16-3-037-LP-IRM		LT-IRM															g								0.00268				839												u		300			0				1										300			
	This study				DSDP Site 522			16-3-037	16-3-037	16-3-037		16-3-037-LP-X		LP-X			0.00000018												g												840												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-040	16-3-040	16-3-040		16-3-040-LP-AF-DIR		LT-AF-Z											198				g			39.4					0.00000833				841												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-040	16-3-040	16-3-040		16-3-040-LP-ARM		LT-AF-I															g								0.000128				842												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-040	16-3-040	16-3-040		16-3-040-LP-IRM		LT-IRM															g								0.00265				843												u		300			0				1										300			
	This study				DSDP Site 522			16-3-040	16-3-040	16-3-040		16-3-040-LP-X		LP-X			0.000000176												g												844												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-043	16-3-043	16-3-043		16-3-043-LP-AF-DIR		LT-AF-Z											182.4				g			54.9					0.00000528				845												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-043	16-3-043	16-3-043		16-3-043-LP-ARM		LT-AF-I															g								0.000105				846												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-043	16-3-043	16-3-043		16-3-043-LP-IRM		LT-IRM															g								0.00212				847												u		300			0				1										300			
	This study				DSDP Site 522			16-3-043	16-3-043	16-3-043		16-3-043-LP-X		LP-X			0.00000014												g												848												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-045	16-3-045	16-3-045		16-3-045-LP-AF-DIR		LT-AF-Z											196.3				g			51.3					0.00000609				849												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-045	16-3-045	16-3-045		16-3-045-LP-ARM		LT-AF-I															g								0.000118				850												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-045	16-3-045	16-3-045		16-3-045-LP-IRM		LT-IRM															g								0.00231				851												u		300			0				1										300			
	This study				DSDP Site 522			16-3-045	16-3-045	16-3-045		16-3-045-LP-X		LP-X			0.00000015												g												852												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-048	16-3-048	16-3-048		16-3-048-LP-AF-DIR		LT-AF-Z											183.2				g			55.5					0.00000719				853												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-048	16-3-048	16-3-048		16-3-048-LP-ARM		LT-AF-I															g								0.000116				854												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-048	16-3-048	16-3-048		16-3-048-LP-IRM		LT-IRM															g								0.00243				855												u		300			0				1										300			
	This study				DSDP Site 522			16-3-048	16-3-048	16-3-048		16-3-048-LP-X		LP-X			0.00000016												g												856												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-051	16-3-051	16-3-051		16-3-051-LP-AF-DIR		LT-AF-Z											183.2				g			50.5					0.00000638				857												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-051	16-3-051	16-3-051		16-3-051-LP-ARM		LT-AF-I															g								0.00012				858												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-051	16-3-051	16-3-051		16-3-051-LP-IRM		LT-IRM															g								0.00243				859												u		300			0				1										300			
	This study				DSDP Site 522			16-3-051	16-3-051	16-3-051		16-3-051-LP-X		LP-X			0.000000168												g												860												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-054	16-3-054	16-3-054		16-3-054-LP-AF-DIR		LT-AF-Z											191.4				g			50.7					0.00000501				861												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-054	16-3-054	16-3-054		16-3-054-LP-ARM		LT-AF-I															g								0.000111				862												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-054	16-3-054	16-3-054		16-3-054-LP-IRM		LT-IRM															g								0.00216				863												u		300			0				1										300			
	This study				DSDP Site 522			16-3-054	16-3-054	16-3-054		16-3-054-LP-X		LP-X			0.000000153												g												864												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-057	16-3-057	16-3-057		16-3-057-LP-AF-DIR		LT-AF-Z											184.9				g			55.4					0.00000607				865												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-057	16-3-057	16-3-057		16-3-057-LP-ARM		LT-AF-I															g								0.000112				866												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-057	16-3-057	16-3-057		16-3-057-LP-IRM		LT-IRM															g								0.00214				867												u		300			0				1										300			
	This study				DSDP Site 522			16-3-057	16-3-057	16-3-057		16-3-057-LP-X		LP-X			0.000000149												g												868												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-060	16-3-060	16-3-060		16-3-060-LP-AF-DIR		LT-AF-Z											181.4				g			50.6					0.00000586				869												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-060	16-3-060	16-3-060		16-3-060-LP-ARM		LT-AF-I															g								0.000105				870												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-060	16-3-060	16-3-060		16-3-060-LP-IRM		LT-IRM															g								0.00208				871												u		300			0				1										300			
	This study				DSDP Site 522			16-3-060	16-3-060	16-3-060		16-3-060-LP-X		LP-X			0.000000148												g												872												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-063	16-3-063	16-3-063		16-3-063-LP-AF-DIR		LT-AF-Z											180.9				g			37.9					0.00000517				873												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-063	16-3-063	16-3-063		16-3-063-LP-ARM		LT-AF-I															g								0.00012				874												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-063	16-3-063	16-3-063		16-3-063-LP-IRM		LT-IRM															g								0.00227				875												u		300			0				1										300			
	This study				DSDP Site 522			16-3-063	16-3-063	16-3-063		16-3-063-LP-X		LP-X			0.000000155												g												876												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-066	16-3-066	16-3-066		16-3-066-LP-AF-DIR		LT-AF-Z											179.4				g			51.3					0.00000644				877												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-066	16-3-066	16-3-066		16-3-066-LP-ARM		LT-AF-I															g								0.000129				878												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-066	16-3-066	16-3-066		16-3-066-LP-IRM		LT-IRM															g								0.00226				879												u		300			0				1										300			
	This study				DSDP Site 522			16-3-066	16-3-066	16-3-066		16-3-066-LP-X		LP-X			0.000000148												g												880												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-069	16-3-069	16-3-069		16-3-069-LP-AF-DIR		LT-AF-Z											171.2				g			52.2					0.00000574				881												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-069	16-3-069	16-3-069		16-3-069-LP-ARM		LT-AF-I															g								0.000118				882												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-069	16-3-069	16-3-069		16-3-069-LP-IRM		LT-IRM															g								0.00216				883												u		300			0				1										300			
	This study				DSDP Site 522			16-3-069	16-3-069	16-3-069		16-3-069-LP-X		LP-X			0.000000142												g												884												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-072	16-3-072	16-3-072		16-3-072-LP-AF-DIR		LT-AF-Z											175.9				g			47.6					0.00000451				885												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-072	16-3-072	16-3-072		16-3-072-LP-ARM		LT-AF-I															g								0.000113				886												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-072	16-3-072	16-3-072		16-3-072-LP-IRM		LT-IRM															g								0.00208				887												u		300			0				1										300			
	This study				DSDP Site 522			16-3-072	16-3-072	16-3-072		16-3-072-LP-X		LP-X			0.000000136												g												888												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-075	16-3-075	16-3-075		16-3-075-LP-AF-DIR		LT-AF-Z											184.8				g			48.8					0.00000423				889												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-075	16-3-075	16-3-075		16-3-075-LP-ARM		LT-AF-I															g								0.000113				890												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-075	16-3-075	16-3-075		16-3-075-LP-IRM		LT-IRM															g								0.0021				891												u		300			0				1										300			
	This study				DSDP Site 522			16-3-075	16-3-075	16-3-075		16-3-075-LP-X		LP-X			0.000000139												g												892												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-078	16-3-078	16-3-078		16-3-078-LP-AF-DIR		LT-AF-Z											176.5				g			59.6					0.00000494				893												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-078	16-3-078	16-3-078		16-3-078-LP-ARM		LT-AF-I															g								0.00011				894												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-078	16-3-078	16-3-078		16-3-078-LP-IRM		LT-IRM															g								0.00215				895												u		300			0				1										300			
	This study				DSDP Site 522			16-3-078	16-3-078	16-3-078		16-3-078-LP-X		LP-X			0.000000144												g												896												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-080	16-3-080	16-3-080		16-3-080-LP-AF-DIR		LT-AF-Z											178.3				g			51.3					0.00000578				897												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-080	16-3-080	16-3-080		16-3-080-LP-ARM		LT-AF-I															g								0.000111				898												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-080	16-3-080	16-3-080		16-3-080-LP-IRM		LT-IRM															g								0.00222				899												u		300			0				1										300			
	This study				DSDP Site 522			16-3-080	16-3-080	16-3-080		16-3-080-LP-X		LP-X			0.000000149												g												900												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-083	16-3-083	16-3-083		16-3-083-LP-AF-DIR		LT-AF-Z											185.8				g			46.6					0.00000605				901												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-083	16-3-083	16-3-083		16-3-083-LP-ARM		LT-AF-I															g								0.000116				902												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-083	16-3-083	16-3-083		16-3-083-LP-IRM		LT-IRM															g								0.00249				903												u		300			0				1										300			
	This study				DSDP Site 522			16-3-083	16-3-083	16-3-083		16-3-083-LP-X		LP-X			0.000000172												g												904												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-086	16-3-086	16-3-086		16-3-086-LP-AF-DIR		LT-AF-Z											176.4				g			40.8					0.00000412				905												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-086	16-3-086	16-3-086		16-3-086-LP-ARM		LT-AF-I															g								0.000117				906												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-086	16-3-086	16-3-086		16-3-086-LP-IRM		LT-IRM															g								0.00245				907												u		300			0				1										300			
	This study				DSDP Site 522			16-3-086	16-3-086	16-3-086		16-3-086-LP-X		LP-X			0.00000017												g												908												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-089	16-3-089	16-3-089		16-3-089-LP-AF-DIR		LT-AF-Z											174				g			49.4					0.00000282				909												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-089	16-3-089	16-3-089		16-3-089-LP-ARM		LT-AF-I															g								0.000113				910												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-089	16-3-089	16-3-089		16-3-089-LP-IRM		LT-IRM															g								0.00227				911												u		300			0				1										300			
	This study				DSDP Site 522			16-3-089	16-3-089	16-3-089		16-3-089-LP-X		LP-X			0.000000154												g												912												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-092	16-3-092	16-3-092		16-3-092-LP-AF-DIR		LT-AF-Z											172.8				g			46.1					0.00000236				913												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-092	16-3-092	16-3-092		16-3-092-LP-ARM		LT-AF-I															g								0.000105				914												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-092	16-3-092	16-3-092		16-3-092-LP-IRM		LT-IRM															g								0.00204				915												u		300			0				1										300			
	This study				DSDP Site 522			16-3-092	16-3-092	16-3-092		16-3-092-LP-X		LP-X			0.000000134												g												916												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-095	16-3-095	16-3-095		16-3-095-LP-AF-DIR		LT-AF-Z											182.2				g			39.8					0.00000685				917												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-095	16-3-095	16-3-095		16-3-095-LP-ARM		LT-AF-I															g								0.000108				918												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-095	16-3-095	16-3-095		16-3-095-LP-IRM		LT-IRM															g								0.00215				919												u		300			0				1										300			
	This study				DSDP Site 522			16-3-095	16-3-095	16-3-095		16-3-095-LP-X		LP-X			0.000000145												g												920												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-098	16-3-098	16-3-098		16-3-098-LP-AF-DIR		LT-AF-Z											181.3				g			44					0.00000789				921												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-098	16-3-098	16-3-098		16-3-098-LP-ARM		LT-AF-I															g								0.000112				922												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-098	16-3-098	16-3-098		16-3-098-LP-IRM		LT-IRM															g								0.00216				923												u		300			0				1										300			
	This study				DSDP Site 522			16-3-098	16-3-098	16-3-098		16-3-098-LP-X		LP-X			0.000000145												g												924												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-102	16-3-102	16-3-102		16-3-102-LP-AF-DIR		LT-AF-Z											191.2				g			49.6					0.00000815				925												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-102	16-3-102	16-3-102		16-3-102-LP-ARM		LT-AF-I															g								0.000109				926												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-102	16-3-102	16-3-102		16-3-102-LP-IRM		LT-IRM															g								0.00222				927												u		300			0				1										300			
	This study				DSDP Site 522			16-3-102	16-3-102	16-3-102		16-3-102-LP-X		LP-X			0.000000151												g												928												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-105	16-3-105	16-3-105		16-3-105-LP-AF-DIR		LT-AF-Z											183.7				g			41.9					0.0000072				929												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-105	16-3-105	16-3-105		16-3-105-LP-ARM		LT-AF-I															g								0.000109				930												u		300			0.08				0.00005										300			
	This study				DSDP Site 522			16-3-105	16-3-105	16-3-105		16-3-105-LP-IRM		LT-IRM															g								0.00204				931												u		300			0				1										300			
	This study				DSDP Site 522			16-3-105	16-3-105	16-3-105		16-3-105-LP-X		LP-X			0.000000134												g												932												u		300			0.01				0										300			
	This study				DSDP Site 522			16-3-108	16-3-108	16-3-108		16-3-108-LP-AF-DIR		LT-AF-Z											178.4				g			42.5					0.00000588				933												u		300			0.015				0										300			
	This study				DSDP Site 522			16-3-108	16-3-108	16-3-108		16-3-108-LP-ARM		LT-AF-I															g								0.000118				934												u		300			0.08				0.00005										300			
